// thermometer calibration file for gonzo and waldorf

//format: chebychev polynomial coefficients
//begin-cheb [therm serial #]
//[log or lin - do you take the log of the R value first?]
//ZL
//ZU [see calibration documentation]
//poly order	coeff value
//end-cheb [therm serial #]

//format: lookup table
//begin-look [therm serial #]
//R(ascending)	T
//end-look [therm serial #]

begin-look ca04
96.81	265
98.77	270
100.00	273.15
100.72	275
102.67	280
104.62	285
106.57	290
108.51	295
110.45	300
112.39	305
114.32	310
116.26	315
118.18	320
120.11	325
122.03	330
123.95	335
125.87	340
127.78	345
129.69	350
end-look pt100

begin-look x46545
26.5	362.38
26.6	359.89
26.7	357.42
26.8	354.97
26.9	352.54
27	350.13
27.1	347.75
27.2	345.39
27.3	343.05
27.4	340.73
27.5	338.43
27.6	336.15
27.7	333.89
27.8	331.65
27.9	329.43
28	327.23
28.1	325.05
28.2	322.89
28.3	320.75
28.4	318.63
28.5	316.53
28.6	314.44
28.7	312.38
28.8	310.33
28.9	308.3
29	306.29
29.1	304.29
29.2	302.31
29.3	300.35
29.4	298.41
29.5	296.49
29.6	294.58
29.7	292.68
29.8	290.81
29.9	288.95
30	287.1
30.1	285.28
30.2	283.46
30.3	281.67
30.4	279.88
30.5	278.12
30.6	276.37
30.7	274.63
30.8	272.91
30.9	271.2
31	269.51
31.1	267.83
31.2	266.17
31.3	264.52
31.4	262.89
31.5	261.26
31.6	259.66
31.7	258.06
31.8	256.48
31.9	254.91
32	253.36
32.1	251.82
32.2	250.29
32.3	248.77
32.4	247.27
32.5	245.78
32.6	244.3
32.7	242.83
32.8	241.38
32.9	239.94
33	238.51
33.1	237.09
33.2	235.68
33.3	234.29
33.4	232.9
33.5	231.53
33.6	230.17
33.7	228.82
33.8	227.48
33.9	226.15
34	224.83
34.1	223.53
34.2	222.23
34.3	220.95
34.4	219.67
34.5	218.4
34.6	217.15
34.7	215.9
34.8	214.67
34.9	213.44
35	212.23
35.1	211.02
35.2	209.83
35.3	208.64
35.4	207.46
35.5	206.29
35.6	205.13
35.7	203.98
35.8	202.84
35.9	201.71
36	200.59
36.1	199.47
36.2	198.37
36.3	197.27
36.4	196.18
36.5	195.1
36.6	194.03
36.7	192.97
36.8	191.91
36.9	190.86
37	189.82
37.1	188.79
37.2	187.77
37.3	186.75
37.4	185.75
37.5	184.75
37.6	183.75
37.7	182.77
37.8	181.79
37.9	180.82
38	179.86
38.1	178.9
38.2	177.95
38.3	177.01
38.4	176.08
38.5	175.15
38.6	174.23
38.7	173.32
38.8	172.41
38.9	171.51
39	170.61
39.1	169.73
39.2	168.85
39.3	167.97
39.4	167.1
39.5	166.24
39.6	165.39
39.7	164.54
39.8	163.7
39.9	162.86
40	162.03
40.1	161.2
40.2	160.39
40.3	159.57
40.4	158.77
40.5	157.96
40.6	157.17
40.7	156.38
40.8	155.59
40.9	154.82
41	154.04
41.1	153.27
41.2	152.51
